timestamp,solar_wind,bz,proton,storm_prob,level,navic_risk,grid_risk,sat_risk,source,username
2026-08-20 22:36:59,511.8,1.29,3.57,91.49,Strong,High,High,High,Live NOAA (SOLAR1),default username
