timestamp,solar_wind,bz,proton,storm_prob,level,navic_risk,grid_risk,sat_risk,source,username
2026-08-20 22:17:16,519.7,0.31,4.55,65.86,Strong,High,High,High,Live NOAA (SOLAR1),Space
